"ecommerce","marca","producto","precio_antes","precio_actual","pulgadas"
"falabella","panasonic","televisor qled 65"" 4k uhd smart tv qn65q80ragxpe"," 6999","5499","65"
"falabella","panasonic","televisor 55"" 4k uhd smart tv un55nu7400gxpe"," 6999","5499","55"
"falabella","panasonic","televisor 32"" hd smart tv 32lk540bpsa"," 6999","5499","32"
"falabella","panasonic","televisor 65"" 4k uhd smart tv 65 u6285"," 6999","5499","65"
"falabella","panasonic","televisor 49"" 4k uhd smart tv udl49mk662ln"," 6999","5499","49"
"falabella","panasonic","televisor 65"" 4k uhd smart tv xbr65x856f/sla8"," 6999","5499","65"
"falabella","panasonic","televisor oled 55"" 4k uhd smart tv 55oled873"," 6999","5499","55"
"falabella","panasonic","televisor 65"" fhd  led65isdbt"," 6999","5499","65"
"falabella","lg","televisor oled 55"" 4k uhd smart tv oled55b8ssc","12999","5999","55"
"falabella","lg","televisor 49"" 4k uhd smart tv tc-49fx800w","12999","5999","49"
"falabella","lg","led uhd 4k 49"" curvo smart tv un49ru7300gxpe serie ru7300","12999","5999","49"
"falabella","lg","televisor curvo 50"" 4k uhd smart tv celed98865","12999","5999","50"
"falabella","lg","led uhd 4k 55"" curvo smart tv un55ru7300gxpe serie ru7300","12999","5999","55"
"falabella","lg","televisor 55"" 4k uhd smart tv tc-55gx500p ","12999","5999","55"
"falabella","lg","rack tv 32"" a 65""","12999","5999","32"
"falabella","lg","televisor 75"" 4k uhd smart tv xbr-75x855f la8","12999","5999","75"
"falabella","lg","televisor 55"" 4k uhd smart tv 55pud6703","12999","5999","55"
"falabella","lg","televisor 43"" fhd  led43isdbt","12999","5999","43"
"falabella","lg","dvd portã¡til de 9'' dvd910p negro","12999","5999","9"
"falabella","lg","televisor oled 55"" smart tv ai oled55c9","12999","5999","55"
"falabella","lg","televisor 65"" 4k uhd smart tv kd-65x735fla8","12999","5999","65"
"falabella","lg","televisor qled 65"" 4k uhd smart tv qn65q70ragxpe","12999","5999","65"
"falabella","lg","televisor 32"" hd smart tv un32j4290agxpe","12999","5999","32"
"falabella","lg","rack con brazo para tv curva de 32"" a 65""","12999","5999","32"
"falabella","lg","televisor 55"" 4k uhd smart tv udl55mk662ln","12999","5999","55"
"falabella","lg","televisor 32"" hd smart tv kdl-32w605d","12999","5999","32"
"falabella","lg","televisor 55"" 4k uhd smart tv kd-55x755f  la8","12999","5999","55"
"falabella","samsung","led uhd 4k 43"" smart tv un43ru7100gxpe serie ru7100"," 1599","1199","43"
"falabella","samsung","tv 4k ultra hd 50"" gx500 "," 1599","1199","50"
"falabella","samsung","televisor 58"" 4k uhd smart tv 58pud6513"," 1599","1199","58"
"falabella","samsung","televisor 32"" hd sintonizador led32isbt"," 1599","1199","32"
"falabella","samsung","rack tv 13"" a 41"" "," 1599","1199","13"
"falabella","samsung","televisor 65"" 4k uhd smart tv celed96965"," 1599","1199","65"
"falabella","samsung","rack fijo p/tv 32-75"""," 1599","1199","75"
"falabella","samsung","televisor led 32"" hd"," 1599","1199","32"
"falabella","samsung","televisor qled 65"" 4k uhd smart tv qn65q8cnagxpe"," 1599","1199","65"
"falabella","samsung","televisor 60"" 4k uhd smart tv 60uk6200psa"," 1599","1199","60"
"falabella","samsung","televisor 75"" 4k uhd smart tv hyled7501i4k"," 1599","1199","75"
"falabella","samsung","televisor qled 55"" 4k uhd smart tv qn55q80ragxpe"," 1599","1199","55"
"falabella","samsung","televisor 43"" fhd smart tv un43j5202agxpe"," 1599","1199","43"
"falabella","samsung","televisor 43"" 4k uhd smart tv tc-43gx500p"," 1599","1199","43"
"falabella","samsung","televisor 50"" 4k uhd smart tv 50pud6513"," 1599","1199","50"
"falabella","samsung","televisor 28"" hd sintonizador led28isbt"," 1599","1199","28"
"falabella","samsung","televisor oled 77"" smart tv ai oled77c9"," 1599","1199","77"
"falabella","samsung","televisor 32"" hd  hyled3236d"," 1599","1199","32"
"falabella","samsung","televisor qled 55"" 4k uhd smart tv qn55q70ragxpe"," 1599","1199","55"
"falabella","samsung","televisor 24"" hd sintonizador led24isbt"," 1599","1199","24"
"falabella","lg","televisor qled 55"" 4k uhd smart tv qn55q60ragxpe"," 2499","1399","55"
"falabella","lg","led uhd 4k 75"" smart tv un75ru7100gxpe serie ru7100"," 2499","1399","75"
