"periodo","ecommerce","marca","producto","precio_antes","precio_actual","pulgadas","rangos"
2017,"linio","lg","televisor smart tv full hd webos 3.0 led 55"""" 55lh6000 - negro- lg",2900,2399,55,"S/.1500 -
 S/.2500"
2017,"linio","nex","televisor led 32"""" hd nex celed3208tva-negro",750,569,32,"S/.500 -
 S/.1500"
2017,"linio","imaco","imaco - televisor led hd 19"""" led19hd - negro",499,399,19,"< S/.500"
2017,"linio","samsung","tv led samsung un60j6300ag smart tizen full hd 60'' - negro",4999,2999,60,"S/.2500 -
 S/.3500"
2017,"linio","daewoo","daewoo tv led 32"""" hd - hdmi - usb - negro",899,647,32,"S/.500 -
 S/.1500"
2017,"linio","aoc","tv led aoc le32m3370 hd 32"""" - negro",699,589,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led ultra hd 4k 55"""" smart 55uh6500 ‚<U+0080><U+0093> gris",3999,2999,55,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg - televisor led ultra hd 4k 55"""" smart 55uh6230 ‚<U+0080><U+0093> gris",4199,3349,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","tv smart samsung uhd 49‚<U+0094> 49ku6400",3799,2199,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor samsung smarttv 49 curvo pantall 4k uhd 49 ku6300",NA,2900,49,"S/.2500 -
 S/.3500"
2017,"linio","altron","altron - televisor led altron 50"""" 50hd8800 - negro",1599,1069,50,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6100",3299,1997,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg  49lf5100 led full hd 49""""",1800,1550,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung monitor tv led hd 24'' - lt24e310",899,517,24,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisi„≥n samsung un32j4000 32"""" led hd - negro",999,719,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic tv led 32'' - tc-32c400l",900,718,32,"S/.500 -
 S/.1500"
2017,"linio","xenon","xenon ‚<U+0080><U+0093> tv led digital 9‚<U+0080>ù ptv-950d",299,239,80,"< S/.500"
2017,"linio","lg","lg smart tv full hd led 32'' 32lh573b - negro",1199,948,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic tv led  32'' - tc-32c400l",999,695,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"vozzex - microfono inalambrico pack x 2 ideal conferencia, concierto, fiesta, karaokes, incluye maletin",350,219,NA,"< S/.500"
2017,"linio","samsung","televisor samsung un40j6400 smart tv led 3d full hd 40''-negro",2499,1439,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv smart led full hd 43"""" 43j5200 - negro",1999,1335,43,"S/.500 -
 S/.1500"
2017,"linio","sony","sony - televisor led ultra hd 4k 55"""" smart xbr-55x705d - gris",5689,4549,55,"> S/.4,500"
2017,"linio","samsung","samsung led 49"""" un49ku6300 curvo uhd smart",2699,2349,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung - tv ultra hd 4k 55'' curve smart un55ku6300 - negro",3499,3049,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","televisor smart tv  samsung un48j5500 led 48''",2499,1589,48,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv un40j6400 led 3d smart full hd 40''- negro",1899,1419,40,"S/.500 -
 S/.1500"
2017,"linio",NA,"micronics - parlante bluetooth 100wats woofer 2.1, radio fm, usb, luz leds",295,249.99,100,"< S/.500"
2017,"linio","hyundai","hyundai ultra hd 4k smart tv tizen 43'' hyled435i4k - negro",1299,1079,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led 55"""" cinema 3d 4k smart ultra hd 55ub8500 - gris",6899,3999,55,"S/.3500 -
 S/.4500"
2017,"linio","lg","televisor lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6100",2199,1999,49,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic - televisor led hd 32"""" smart tc-32ds600l - gris",1229,979,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv curved smart 3d suhd tizen 65'' un65js9000 - plateado",13999,11699,65,"> S/.4,500"
2017,"linio","lg","monitor tv lg 24mt47a led hd 23.6‚<U+0080>ù-plateado",569,479,23.6,"< S/.500"
2017,"linio","samsung","samsung led smart full hd 48'' - un48j6500",2999,2449,48,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung - smart tv un48j5300 led full hd 48'' - negro",NA,2499,48,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","televisor panasonic tvl led full hd 40''-negro",1799,1399,40,"S/.500 -
 S/.1500"
2017,"linio","nex","nex - televisor led 32"""" hd le3208tva - negro",879,699,32,"S/.500 -
 S/.1500"
2017,"linio","sony","televisor sony android tv ultra hd 4k smart 55"""" triluminos motion flow xr960 xbr-55x855d",6000,5250,55,"> S/.4,500"
2017,"linio","sony","televisor sony android ultra hd 4k 65"""" hdr triluminos motion flow xr960 ultra slim xbr-65x935d",13000,10400,65,"> S/.4,500"
2017,"linio","lg","led lg 49"""" uhd smart tv 49uh6030",2500,1900,49,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic - televisi„≥n led full-hd 40'' tc-l40sv7l - negro",1939,1549,40,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung - monitor full hd 40"""" md40c - negro",2999,2839,40,"S/.2500 -
 S/.3500"
2017,"linio","samsung","televisor samsung - tv led full hd 48'' 48j5000 - negro",1750,1480,48,"S/.500 -
 S/.1500"
2017,"linio","panasonic","televisor panasonic tvl led ultra hd 55''-negro",5399,3899,55,"S/.3500 -
 S/.4500"
2017,"linio","lg","lg - televisor/monitor led 23.6"""" 24mt47a - negro",659,529,23.6,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor led  lg 32"""" hd 32lf550b",NA,1200,32,"S/.500 -
 S/.1500"
2017,"linio","sony","televisor sony android tv ultra hd 4k smart 65"""" triluminos motion flow xr960 xbr-65x855d",9999,7700,65,"> S/.4,500"
2017,"linio","sony","televisor sony android ultra hd 4k smart 75"""" triluminos motion flow xr960 xbr-75x855d",14999,13200,75,"> S/.4,500"
2017,"linio","lg","tv led smart lg 49lh5700 full hd - negro",1999,1550,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv monitor samsung t24e310lb led hd 24''- negro",699,499,24,"< S/.500"
2017,"linio","samsung","televisor 4k samsung ultra hd 4k smart tizen 48'' un48ju6000",NA,2800,48,"S/.2500 -
 S/.3500"
2017,"linio","panasonic","televisor panasonic tv led 50"""" ultra hd 4k smart-negro",4049,2929,50,"S/.2500 -
 S/.3500"
2017,"linio","panasonic","panasonic - televisor led hd 32"""" tc-32c400l - negro",1079,849,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led hd 32"""" 32lf510b - negro",1129,899,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led hd 32"""" tc-32c400l tv digital usb - negro",999,696,32,"S/.500 -
 S/.1500"
2017,"linio","sony","sony - televisor led 32"""" hd kdl-32r305c - negro",1239,989,32,"S/.500 -
 S/.1500"
2017,"linio","nex","nex - televisor led 32"""" hd le3209tva - negro",799,557,32,"S/.500 -
 S/.1500"
2017,"linio","nex","televisor lg smart full hd led 43'' 43lh5700 - conexi„<U+0093>n mediante wi-fi internet en tus manos",1700,1399,43,"S/.500 -
 S/.1500"
2017,"linio","imaco","tv led monitor imaco hd 24'' - led24hd- negro - version 2017",500,480,24,"< S/.500"
2017,"linio","lg","lg tv led hd 32"""" 32lw300c",NA,899,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led smart hd 32'' un32j4300 - negro",NA,899,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led full hd 49"""" smart 49lh6000 ‚<U+0080><U+0093> negro",2339,1869,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor smart tv  samsung un65ku6300  led 65''",8999,5599,65,"> S/.4,500"
2017,"linio","samsung","smart tv samsung 32'' un32j4300 hd digital ‚<U+0080><U+0093> negro",1299,893,32,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg 43lh5730 full hd smart  43'' wifi  - negro",1499,1389,43,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 65"""" un65ku6300 - gris",10379,8299,65,"> S/.4,500"
2017,"linio","samsung","tv uhd 4k smart 49ku6300 49"""" samsung",2999,2097,49,"S/.1500 -
 S/.2500"
2017,"linio",NA,"cybertel - parlantes 2.1,radio fm,usb, 60 wats, p/ tv, pc, laptop",129.99,89.99,60,"< S/.500"
2017,"linio","samsung","televisor samsung un48j6400 led full hd 48""""smart tizen 3d 2015-negro",NA,2499,48,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 55"""" un55ku6000 - negro",3299.99,2679,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","samsung - televisor led full hd 60"""" smart un60j6300 - negro",4089,3269,60,"S/.2500 -
 S/.3500"
2017,"linio","aoc","televisor aoc led 49'' full hd le49f1361 - negro",1599,1269,49,"S/.500 -
 S/.1500"
2017,"linio","daewoo","daewoo - tv led 32"""" l32r640ats - negro",899,709,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led full hd 40"""" tc-40d400l - negro",1439,1149,40,"S/.500 -
 S/.1500"
2017,"linio","lg","lg televisor led full hd smart 43"""" 43lh5730",1499,1409,43,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led smart lg 32lh570b  hd - negro",999,889,32,"S/.500 -
 S/.1500"
2017,"linio","sony","sony tv led smart hd 32"""" motion flow xr240 kdl-32w605d",1199,1114,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 60"""" un60ku6000 ‚<U+0080><U+0093> negro",9379,7499,60,"> S/.4,500"
2017,"linio",NA,"tv box android digitalz - wifi netflix miracast smart tv 1gb ram 8gb rom - negro",250,180,NA,"< S/.500"
2017,"linio","lg","lg monitor 27.5‚<U+0080><U+0099>‚<U+0080><U+0099> - 28mt45b",899,699,27,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung smart tv curvo ultra hd 4k 49'' tizen un49ku6500",3499,2799,49,"S/.2500 -
 S/.3500"
2017,"linio","jvc","televisor jvc lt-32kb45, 32"""", hdtv, smart tv, android 4.4.",990,895,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led full hd 49"""" smart 49lh5700 - negro",2189,1749,49,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - televisor led ultra hd 4k 49"""" smart xbr-49x705d - gris",4439,3549,49,"S/.3500 -
 S/.4500"
2017,"linio","lg","lg tv plasma full hd 60'' - 60pb5600",NA,2499,60,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony tv led smart full hd 40"""" motion flow xr240 kdl-40w655d.",1599,1349,40,"S/.500 -
 S/.1500"
2017,"linio","sony","sony - televisor led 65"""" 4k smart con android xbr-65x805c ‚<U+0080><U+0093> gris",8339,6669,65,"> S/.4,500"
2017,"linio","lg","lg - televisor led ultra hd 4k 49"""" smart 49uh6100 ‚<U+0080><U+0093> negro",2749,2199,49,"S/.1500 -
 S/.2500"
2017,"linio","aoc","tv led aoc 39'' le39m1365 hd digital ‚<U+0080><U+0093> negro",929,791,39,"S/.500 -
 S/.1500"
2017,"linio",NA,"4k port„°til android smart tv box m8s s812 + 2 gb 8 gb quad core jugador xbmc / kodi",371,204,812,"< S/.500"
2017,"linio","lg","lg - televisor led ultra hd 4k 49"""" smart 49uh6500 - gris",3199,2549,49,"S/.2500 -
 S/.3500"
2017,"linio",NA,"pixnor mini hdmi a sdi sd-sdi hd-sdi 3g-sdi convertidor de hd 1080p video converter con adaptador de energ„≠a de estados unidos-tap„≥n (negro)",160,112,1080,"< S/.500"
2017,"linio","samsung","smart tv samsung 32 led hd j4300 wifi / hdmi / usb / netflix",895,883,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led ultra hd 4k 43"""" smart 43uh6100 - negro",2189,1749,43,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg tv led full hd 32"""" 32lh500 - negro + usb 8gb",999,869,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic tv led smart full hd 40'' - tc-l40sv7l",1599,1429,40,"S/.500 -
 S/.1500"
2017,"linio","nex","nex - televisor led 32"""" hd le3208tva - negro",699,597,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - tv monitor led 23.6"""" hd - 24mt48af-pm-negro",799,497,23.6,"< S/.500"
2017,"linio","daewoo","daewoo tv led  full hd 43''l43r630aksp  - negro",1099,1059,43,"S/.500 -
 S/.1500"
2017,"linio","aoc","televisor aoc led 39'' -le39m1365 hd digital +rack fijo",1199,829,39,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 49"""" un49ku6400 ‚<U+0080><U+0093> gris",5059,4049,49,"S/.3500 -
 S/.4500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 50"""" un50ku6000 ‚<U+0080><U+0093> negro",4059,2499,50,"S/.1500 -
 S/.2500"
2017,"linio",NA,"televisor nadal led 32"""" full hd - negro",699,549,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor 49"""" full hd curved smart un49k6500ag - negro",2849,2279,49,"S/.1500 -
 S/.2500"
2017,"linio","altron","altron - televisor led altron 19""""  - negro",NA,519,19,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv smart led full hd 42"""" - 42lf5850",1999,1649,42,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg tv led full hd 43"""" 43lh5000  + 01 memoria usb kingston de  8gb",1899,1379,43,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 40"""" un40ku6000 ‚<U+0080><U+0093> negro",2689,2149,40,"S/.1500 -
 S/.2500"
2017,"linio","nex","nex televisor led hd 32"""" led3208smr smart tv",NA,999,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor 49"""" full hd curved smart tv - un49k6500ag- samsung",NA,2999,49,"S/.2500 -
 S/.3500"
2017,"linio","altron","altron - televisor con sintonizador digital 49"""" modelo: 49ln4100- negro",1399,1199,49,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - tv led webos 3d smart full hd 55'' - 55lf6500",NA,3999,55,"S/.3500 -
 S/.4500"
2017,"linio","samsung","samsung tv led led 46"""" smart 3d c„°mara incorporada - 46f7500",NA,3499,46,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg - televisor led full hd 43"""" smart 43lh5700 - negro",1879,1499,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led ultra-slim full hd 47"""" - 47ly340c",1699,1589,47,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic tv led  32'' - tc-32a400l",NA,999,32,"S/.500 -
 S/.1500"
2017,"linio","sony","sony tv led full hd 40'' - kdl-40r355c",1499,1389,40,"S/.500 -
 S/.1500"
2017,"linio",NA,"e03 portable mini led projector hd video proketor",NA,759,3,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor full hd lg 49lf6350 led 49""""",NA,2499,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg 32lf550b hd led 32""""",1089,880,32,"S/.500 -
 S/.1500"
2017,"linio","sony","televisor sony kdl-32r505c led 32""""  - negro",1429,1139,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led smart full hd 40'' - un40h5103",NA,1999,40,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony tv led smart full hd 40'' - kdl-40w605b",NA,1899,40,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","led panasonic tc-32a400l  high definition black",1099,727,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg smart tv webos 2.0 3d full hd 42'' 42lf6450",1999,1779,42,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - televisor led full hd 48"""" smart kdl-48w655d - negro",2499,2119,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","tv lg 43lf5100 televisor led 43"""" full hd negro",NA,1499,43,"S/.500 -
 S/.1500"
2017,"linio","imaco","imaco - tv led hd 24‚¥‚¥ - led24hd",NA,549.9,24,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led full hd 40"""" smart 3d un40j6400 - negro",2299,1839,40,"S/.1500 -
 S/.2500"
2017,"linio",NA,"android 4,4 tv caja jugador quad core 1gb / 8gb xbmc wifi 1080p con control remoto",302,232,1080,"< S/.500"
2017,"linio","lg","lg - televisor led full hd 40"""" smart 40lh5710 - negro",1749,1399,40,"S/.500 -
 S/.1500"
2017,"linio","lg","er arduino uno apoyo pantalla tft lcd de 2.4 pulgadas",43.71,30.78,NA,"< S/.500"
2017,"linio",NA,"mk809iii smart tv box palillo de android 4.4 quad core 2g / 8g xbmc kodi usb",234,175,809,"< S/.500"
2017,"linio",NA,"smart tv-box a7 android4.4.4 xbmc jugador 1080p wifi 8g netflix youtube",169,135,1080,"< S/.500"
2017,"linio","lg","lg tv led full hd 43"""" 43lh5000 - negro",NA,1499,43,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led full hd 40"""" smart tc-40ds600l - gris",1749,1399,40,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led uhd 4k 50"""" smart tc-50cx640w - negro",3999,3199,50,"S/.2500 -
 S/.3500"
2017,"linio","panasonic","panasonic - televisor led full hd 40"""" smart tc-40cs600l - gris",1879,1499,40,"S/.500 -
 S/.1500"
2017,"linio","lg","lg smart tv full hd led 43'' 43lh5700",1999,1399,43,"S/.500 -
 S/.1500"
2017,"linio",NA,"sj4000 2.0 waterproof sports dv action full 1080p car video camera yellow",116,75,4000,"< S/.500"
2017,"linio",NA,"sj4000 1.5 hd 1080p action sport mini dv cam helmet camera waterproof white",89,71,4000,"< S/.500"
2017,"linio",NA,"mxq pro s905 quad core android smart tv box 5.1 1gb + 8gb kodi completamente cargado",237,154,905,"< S/.500"
2017,"linio","samsung","samsung tv led  hd 32'' un32j4000ag  series4  - negro",NA,1499,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg smart tv webos 2.0 3d full hd 42'' 42lf6450",1999,1779,42,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","led panasonic tc-32a400l  high definition black",1099,727,32,"S/.500 -
 S/.1500"
2017,"linio","imaco","imaco - tv led hd 24‚¥‚¥ - led24hd",NA,549.9,24,"S/.500 -
 S/.1500"
2017,"linio","sony","sony - televisor led full hd 48"""" smart kdl-48w655d - negro",2499,2119,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","las televisiones 9.8 pulgadas tft lcd en color de tv port„°til con disco flash tarjeta sd / mmc ver soporte usb gran angular",367,306,NA,"< S/.500"
2017,"linio","panasonic","panasonic - televisor led uhd 4k 40"""" smart tc-40dx650w ‚<U+0080><U+0093> gris",2699,2149,40,"S/.1500 -
 S/.2500"
2017,"linio",NA,"ditter u32 android 5.1 google tv player w/ descodificaci„≥n de v„≠deo h.265",442,221,32,"< S/.500"
2017,"linio","lg","lg - televisor led full hd 40"""" smart 40lh5710 - negro",1749,1399,40,"S/.500 -
 S/.1500"
2017,"linio","lg","er arduino uno apoyo pantalla tft lcd de 2.4 pulgadas",43.71,30.78,NA,"< S/.500"
2017,"linio","panasonic","panasonic - televisor led full hd 43"""" smart tc-43ds630l - gris",2149,1719,43,"S/.1500 -
 S/.2500"
2017,"linio","royal","televisor royal smart tv led hd 50''  ry-e50s- negro",1499,1249,50,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led smart ultra hd 55'' tizen un55ju6500 - negro",NA,3499,55,"S/.2500 -
 S/.3500"
2017,"linio",NA,"vara android tv box quad core ver television gratis",337,280,NA,"< S/.500"
2017,"linio","samsung","televisor  smart tv  samsung un40ku6000 40‚<U+0080>ù",2499,1389,40,"S/.500 -
 S/.1500"
2017,"linio","lg","ew clip en pasivos polarizados circulares de los vidrios 3d clip para lg 3d tv cinema cine negro.",54.64,19.88,NA,"< S/.500"
2017,"linio",NA,"navidad pantalla brillante gba-plata er",691.74,232.25,NA,"< S/.500"
2017,"linio",NA,"eh navidad pantalla brillante gba-plata",698.22,234.41,NA,"< S/.500"
2017,"linio","lg","lg tv led ultra-slim full hd 47"""" - 47ly340c",1699,1589,47,"S/.1500 -
 S/.2500"
2017,"linio","lg","tv lg 43lf5100 televisor led 43"""" full hd negro",NA,1499,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led full hd 43"""" 43lw300c",NA,1499,43,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg 32lh500b tv led 32"""" hd negro",899,769,32,"S/.500 -
 S/.1500"
2017,"linio","miray","miray televisor led hd 28""""sintonizador digital  ledm2802is-negro",699,559,28,"S/.500 -
 S/.1500"
2017,"linio",NA,"zigbee original xiaomi mi versi„≥n wi-fi inteligente socket - blanco",120,60,NA,"< S/.500"
2017,"linio","lg","televisor lg 32lw300c, 32"""" led, hd, 1366 x 768.",1560,1145,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"televisor smart tv bgh ble4815rtf led 48'",1599,1259,48,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led hd 32""""  32lh500 - negro",NA,899,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"eh usb infrarrojos ir extender remoto emisor receptor repetidor adaptador decodificador de tvnegro",61.79,37.69,NA,"< S/.500"
2017,"linio","lg","lg - reproductor blu-ray 2d full hd usb - bp250",NA,319,250,"< S/.500"
2017,"linio","samsung","samsung - televisor led ultra hd curvo smart 49"""" un49ku6500 ‚<U+0080><U+0093> gris",5349,4279,49,"S/.3500 -
 S/.4500"
2017,"linio","nex","nexsmart android smart tv box",159.99,120,NA,"< S/.500"
2017,"linio",NA,"smart tv-box a7 android4.4.4 xbmc jugador 1080p wifi 8g netflix youtube",243,170,1080,"< S/.500"
2017,"linio",NA,"bolvo 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5802s))",580.16,435.12,40,"< S/.500"
2017,"linio",NA,"bolvo 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5800d))",434.55,325.91,40,"< S/.500"
2017,"linio",NA,"onebird 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5802s))",502.81,412.3,40,"< S/.500"
2017,"linio",NA,"onebird 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5802d))",600.43,492.35,40,"< S/.500"
2017,"linio","samsung","samsung tv smart full hd curvo 48'' tizen un48j6500",2999,2449,48,"S/.1500 -
 S/.2500"
2017,"linio",NA,"er usb infrarrojos ir extender remoto emisor receptor repetidor adaptador decodificador de tvnegro",79.37,27.12,NA,"< S/.500"
2017,"linio","lg","sue„±o auto delgada elegante cubierta del tir„≥n de la pu de la piel del cuero del caso de shell duro para kobo glo",166,124,NA,"< S/.500"
2017,"linio","samsung","samsung smart tv tizen full hd  55'' un55j5500 - negro",3999,2799,55,"S/.2500 -
 S/.3500"
2017,"linio","altron","altron - televisor led altron 32"""" con sintonizador digital hd  - negro",NA,899,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor 49"""" full hd curved smart tv - un49k6500ag- samsung",2999,2099,49,"S/.1500 -
 S/.2500"
2017,"linio","aoc","aoc tv led full hd 58"""" le58f1552",2999,2539,58,"S/.2500 -
 S/.3500"
2017,"linio","lg","televisor lg 43lf5410 led full hd 43''-negro",NA,1599,43,"S/.1500 -
 S/.2500"
2017,"linio",NA,"minix neo z64 intel windows 10 mini pc w / 2 gb de ram, 32 gb de rom (enchufe de la ue)",1086,543,64,"S/.500 -
 S/.1500"
2017,"linio",NA,"pixnor portable hdmi / dvi 1080p a av / cvbs se„±al mini adaptador convertidor (blanco)",73,51,1080,"< S/.500"
2017,"linio","lg","lg tv full hd 43"""" 43lh5100",1499,1199,43,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd smart 55"""" un55ku6000 - negro",5349,4279,55,"S/.3500 -
 S/.4500"
2017,"linio",NA,"de alta calidad c„≠rculo negro redondas vidrios polarizados 3d lcd nocturno teatro",23,16,NA,"< S/.500"
2017,"linio",NA,"realidad 5pcs azul roja del marco de las gafas 3d anaglifo dimensional pel„≠cula dvd del juego",53,29,NA,"< S/.500"
2017,"linio","lg","lg smart tv webos 2.0 full hd 40""""-40lf6350",1599,1449,40,"S/.500 -
 S/.1500"
2017,"linio","lg","televisi„≥n smart tv lg webos 2.0 ultra hd 4k 43"""" - 43uf6400",NA,2299,43,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor samsung un55j6500 curvo full hd smart 55''-plateado",NA,4449,55,"S/.3500 -
 S/.4500"
2017,"linio","panasonic","panasonic tv led 40""""  tc40cs600 - negro",1699,1199,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","tv samsung fhd   40'' un43j5000 - negro",1599,1319,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led smart uhd 55'' - hu7200",NA,6499,55,"> S/.4,500"
2017,"linio","samsung","samsung - tv led smart 3d 60"""" - un60h6400ag",NA,4799,60,"> S/.4,500"
2017,"linio","samsung","samsung tv led 48"""" smart quadcore - 48h5500",NA,1999,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg tv smart webos 2.0 ultra hd  4k 43"""" - 43uf6400",NA,2299,43,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv led smart tizen full hd 60'' un60j6300 - negro",3899,2799,60,"S/.2500 -
 S/.3500"
2017,"linio",NA,"vara android 4,4 tv caja jugador quad core 1gb / 8gb xbmc wifi 1080p con control remoto",210,175,1080,"< S/.500"
2017,"linio",NA,"vara smart tv box reproductor android 4.4 amlogic s805 quad core h.265 1g / 8gb xbmc dlna miracast",231,193,805,"< S/.500"
2017,"linio","royal","royal tv led hd 32'' ry-s32d - negro.",NA,999,32,"S/.500 -
 S/.1500"
2017,"linio","royal","royal tv led smart hd 32'' un32j4300 - negro",NA,1299,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"ew navidad pantalla de reemplazo de nintendo dsl-plata",120.23,41.74,NA,"< S/.500"
2017,"linio","sony","sony - televisor led 32"""" smart hd kdl-32w605d - gris",1629,1199,32,"S/.500 -
 S/.1500"
2017,"linio","sony","sony tv led smart full hd 48"""" motion flow xr240 kdl-48w655d",2199,1699,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","sj4000 1,5 pulgadas c„°mara 1080p vedio de la acci„≥n del deporte mini aluminio waterproof",127,76,4000,"< S/.500"
2017,"linio","lg","televisor lg 32"""" led, hd 32lw340c, 1366 x 768",1130,1115,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"minix neo u1 android 5.1.1 tv box streaming media player+ airmouse",1020,510,NA,"S/.500 -
 S/.1500"
2017,"linio",NA,"quad-core mxq android 4.4 google tv player w/ 1gb de ram, 8 gb de rom, wi-fi - negro (enchufe ue)",270,135,NA,"< S/.500"
2017,"linio",NA,"fully loaded quad core android 4 wifi xbmc kodi 1080p tv box 1g + 8gb reproductor 4k",203,142,1080,"< S/.500"
2017,"linio","lg","tv led lg 32lx300c televisor led 32"""" hd negro",NA,899,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv full hd 43"""" 43lh5100",NA,1499,43,"S/.500 -
 S/.1500"
