"periodo","ecommerce","marca","producto","precio_antes","precio_actual","pulgadas","rangos"
2017,"ripley","aoc","AOC TV FHD 43'' LE43M3370",NA,1099,43,"S/.500 -
 S/.1500"
2017,"ripley","aoc","AOC TV HD 39'' LE39M1365",NA,749,39,"S/.500 -
 S/.1500"
2017,"ripley","aoc","AOC TV HD 32"""" LE32H1352",799,699,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV FHD 43'' 43LH5700",1899,1499,43,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV FHD 49''¬<U+0094> 49LH5700",2399,1699,49,"S/.1500 -
 S/.2500"
2017,"ripley","lg","LG TV FHD 43"""" LH5000",1499,1349,43,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV FHD 55"""" 55LH6000",3299,2499,55,"S/.1500 -
 S/.2500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 60'' 60J6300",3999,2599,60,"S/.2500 -
 S/.3500"
2017,"ripley","lg","LG SMART TV SUPER UHD 55‚<U+0080>ù 3D 55UH8500",5999,5099,55,"> S/.4,500"
2017,"ripley","lg","LG SMART TV FHD 43‚<U+0080>ù 43LH6000",2099,1499,43,"S/.500 -
 S/.1500"
2017,"ripley","sony","SONY SMART TV LED HD 32'' KDL-32W605D",1399,1099,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV FHD 49"""" 49LH6000",2599,1899,49,"S/.1500 -
 S/.2500"
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 55'' CURVO 55KS9000",11999,8599,55,"> S/.4,500"
2017,"ripley","sony","SONY SMART TV LED FULL HD 48'' KDL-48W655D",2699,1699,48,"S/.1500 -
 S/.2500"
2017,"ripley","lg","LG SMART TV UHD 65"""" 65UH6500",7999,5399,65,"> S/.4,500"
2017,"ripley","lg","LG SMART TV UHD 70"""" 70UH6350",11999,7999,70,"> S/.4,500"
2017,"ripley","haier","HAIER TV FHD 50'' LE50B8000",1999,1199,50,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV SUPER UHD 75"""" 3D 75UH8550",14999,11299,75,"> S/.4,500"
2017,"ripley","lg","LG SMART TV SUPER UHD 65"""" 65UH7700",8499,6499,65,"> S/.4,500"
2017,"ripley","sony","SONY SMART TV FHD 55"""" KDL-55W655D",2999,2499,55,"S/.1500 -
 S/.2500"
2017,"ripley","sony","SONY SMART TV 50"""" FHD 3D KDL50W805C",3799,2299,50,"S/.1500 -
 S/.2500"
2017,"ripley","sony","SONY TV SMART LED 60"""" FHD KDL-60W605B",4999,2999,60,"S/.2500 -
 S/.3500"
2017,"ripley","lg","LG SMART TV UHD 49"""" 49UH6230",3299,1899,49,"S/.1500 -
 S/.2500"
2017,"ripley","lg","LG SMART TV SUPER UHD 86"""" 3D 86UH9550",29999,21499,86,"> S/.4,500"
2017,"ripley","lg","LG TV SMART UHD 55"""" 55UH6150",NA,3999,55,"S/.3500 -
 S/.4500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 55"""" CURVO 55K6500",3799,2599,55,"S/.2500 -
 S/.3500"
2017,"ripley","sony","SONY SMART TV UHD 65"""" XBR-65X755D",8999,4999,65,"> S/.4,500"
2017,"ripley","sony","SONY SMART TV LED 65'' ULTRA HD 3D XBR-65X935D",13999,8999,65,"> S/.4,500"
2017,"ripley","lg","LG SMART TV UHD 55"""" 55UH6230",3999,2999,55,"S/.2500 -
 S/.3500"
2017,"ripley","haier","HAIER TV FHD 42¬<U+0094> LE42B8000",1299,799,42,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV UHD 55"""" CURVO 55KU6500",5999,3999,55,"S/.3500 -
 S/.4500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 40‚<U+0080>ù 40J5500",2299,1399,40,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 48‚<U+0080>ù 48J5500",2499,1699,48,"S/.1500 -
 S/.2500"
2017,"ripley","lg","LG SMART TV UHD 65‚<U+0080>ù 65UH6150",7499,5199,65,"> S/.4,500"
2017,"ripley","lg","LG SMART TV OLED UHD 65"""" OLED65B6P",19999,10899,65,"> S/.4,500"
2017,"ripley","samsung","SAMSUNG TV HD 32‚<U+0080>ù 32J4000",999,899,32,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV UHD 75‚<U+0080>ù 75JU6500",NA,14599,75,"> S/.4,500"
2017,"ripley","samsung","SAMSUNG SMART TV HD 32‚<U+0080>ù 32J4300",1299,999,32,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 43'' 43J5200",1999,1399,43,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV FHD 43'' 43J5200",1999,1399,43,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG TV HD 32"""" 32LH510B",899,849,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG TV HD 32"""" LH500B",899,849,32,"S/.500 -
 S/.1500"
2017,"ripley","panasonic","PANASONIC TV HD 32‚<U+0080>ù TC-32A400L",999,799,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV HD 32'' 32LH570B",1299,999,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG TV FHD 43"""" 43LH5100",1499,1349,43,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG TV HD 24'' MT48AF",NA,449,24,"< S/.500"
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 49"""" CURVO 49KS7500",5199,3999,49,"S/.3500 -
 S/.4500"
2017,"ripley","panasonic","PANASONIC TV FHD 40"""" D400",1599,999,40,"S/.500 -
 S/.1500"
2017,"ripley","samsung","SAMSUNG SMART TV SUHD 60"""" 60KS7000",7999,5999,60,"> S/.4,500"
2017,"ripley","panasonic","PANASONIC SMART TV FHD 40'' TC-40DS600L",1799,1299,40,"S/.500 -
 S/.1500"
2017,"ripley","sony","SONY TV HD 32¬<U+0094> 32R305C",1199,999,32,"S/.500 -
 S/.1500"
2017,"ripley","panasonic","PANASONIC SMART TV UHD TC-40DX650",2599,1499,40,"S/.500 -
 S/.1500"
2017,"ripley","panasonic","PANASONIC SMART TV FHD 32"""" TC-32DS600",1299,899,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV HD 32"""" 32LF595B",1199,799,32,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV UHD 75"""" 75UH6550",13999,9499,75,"> S/.4,500"
2017,"ripley","haier","HAIER TV FHD 48'' LE48M600",1499,999,48,"S/.500 -
 S/.1500"
2017,"ripley","lg","LG SMART TV SUPER UHD 65"""" 3D 65UH9500",14999,9099,65,"> S/.4,500"
2017,"ripley","haier","HAIER SMART TV HD 32"""" LE32B7200A",NA,799,32,"S/.500 -
 S/.1500"
2017,"ripley","aoc","AOC TV FHD 43'' F1361",1199,899,43,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER SMART TV FHD 42"""" LE42B8500DA",1499,999,42,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER TV FHD 55‚<U+0080>ù LE55B8000",1999,1499,55,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER TV HD 32'' LE32F2000",799,449,32,"< S/.500"
2017,"ripley","aoc","AOC TV FHD 49'' LE49F1361",2099,1199,49,"S/.500 -
 S/.1500"
2017,"ripley","sony","SONY SMART TV UHD 65¬<U+0094> 3D XBR-65X905C",12999,7999,65,"> S/.4,500"
2017,"ripley","sony","SONY TV LED 40"""" FULL HD KDL-40R355C",1699,1399,40,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER SMART TV FHD 50‚<U+0080>ù LE50K5000N",1799,1499,50,"S/.500 -
 S/.1500"
2017,"ripley","sony","SONY SMART TV FHD 55¬<U+0094> 3D KDL-55W805C",4499,3999,55,"S/.3500 -
 S/.4500"
2017,"ripley","haier","HAIER SMART TV HD 32'' LE32K5000N",999,599,32,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER TV HD 24‚<U+0080>ù LE24B8000",499,399,24,"< S/.500"
2017,"ripley","haier","HAIER TV HD 28‚<U+0080>ù LE28F6600",599,449,28,"< S/.500"
2017,"ripley","haier","HAIER SMART TV FHD 40‚<U+0080>ù LE40K5000N",1299,999,40,"S/.500 -
 S/.1500"
2017,"ripley","aoc","AOC TV HD LE24H1351",549,449,24,"< S/.500"
2017,"ripley","aoc","AOC TV 32'' HD LE32M3370",NA,699,32,"S/.500 -
 S/.1500"
2017,"ripley","aoc","AOC TV LED FULL HD 55"""" LE55F1361",1999,1499,55,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER TV HD 32'' LE32B9000",NA,499,32,"< S/.500"
2017,"ripley","haier","HAIER TV FHD 42'' LE42B9000",NA,899,42,"S/.500 -
 S/.1500"
2017,"ripley","haier","HAIER TV UHD 55'' 55E5500U",NA,2499,55,"S/.1500 -
 S/.2500"
2017,"ripley","haier","HAIER SMART TV FHD 55'' LE55B8500DA",NA,1999,55,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 49"""" uhd curvo sm...",3599,2199,49,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 55"""" uhd curvo sm...",5999,3999,55,"S/.3500 -
 S/.4500"
2017,"falabella","samsung","led 60"""" uhd smart tv...",6999,3599,60,"S/.3500 -
 S/.4500"
2017,"falabella","lg","led 49"""" uhd smart tv...",1849,1699,49,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 78"""" 78ku6 curvo ...",15999,12999,78,"> S/.4,500"
2017,"falabella","sony","led 48"""" fhd smart tv...",1699,1599,48,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 55"""" uhd curvo sm...",4599,2999,55,"S/.2500 -
 S/.3500"
2017,"falabella","samsung","led 65"""" uhd smart tv...",7499,4199,65,"S/.3500 -
 S/.4500"
2017,"falabella","lg","led 32"""" hd smart tv ...",1299,899,32,"S/.500 -
 S/.1500"
2017,"falabella","samsung","led 40"""" uhd smart tv...",2499,1599,40,"S/.1500 -
 S/.2500"
2017,"falabella","sony","led 49"""" uhd android ...",4999,2499,49,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 49"""" uhd smart tv...",3799,1999,49,"S/.1500 -
 S/.2500"
2017,"falabella","lg","led 43"""" fhd smart tv...",1899,1299,43,"S/.500 -
 S/.1500"
2017,"falabella","samsung","led 55"""" uhd smart tv...",4999,3299,55,"S/.2500 -
 S/.3500"
2017,"falabella","samsung","led 49"""" uhd curvo sm...",3999,2599,49,"S/.2500 -
 S/.3500"
2017,"falabella","lg","led 55"""" super uhd sm...",4999,2999,55,"S/.2500 -
 S/.3500"
2017,"falabella","lg","led 60"""" uhd smart tv...",6099,3499,60,"S/.2500 -
 S/.3500"
2017,"falabella","samsung","led 55"""" 4k suhd curv...",10999,6999,55,"> S/.4,500"
2017,"falabella","samsung","led 65"""" uhd smart tv...",7999,5499,65,"> S/.4,500"
2017,"falabella","samsung","led 65"""" suhd curvo s...",12999,9999,65,"> S/.4,500"
2017,"falabella","samsung","led 50"""" uhd smart tv...",3299,1999,50,"S/.1500 -
 S/.2500"
2017,"falabella","lg","led 43"""" fhd smart tv...",2099,1299,43,"S/.500 -
 S/.1500"
2017,"falabella","lg","led 70"""" uhd webos 3 ...",11999,7299,70,"> S/.4,500"
2017,"falabella","lg","oled 55'' 4k uhd web...",11999,6499,55,"> S/.4,500"
2017,"falabella","sony","led 55"""" uhd android ...",5999,4499,55,"S/.3500 -
 S/.4500"
2017,"falabella","hyundai","led 32"""" hd smart tv ...",779,699,32,"S/.500 -
 S/.1500"
2017,"falabella","sony","led 50"""" fhd smart tv...",3799,2299,50,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 32"""" hd smart tv ...",1299,949,32,"S/.500 -
 S/.1500"
2017,"falabella","aoc","led 49"""" fhd smart tv...",NA,1499,49,"S/.500 -
 S/.1500"
2017,"falabella","lg","led 86"""" uhd 3d smart...",29999,19299,86,"> S/.4,500"
2017,"falabella","samsung","led 48"""" fhd smart tv...",2499,1799,48,"S/.1500 -
 S/.2500"
2017,"falabella","aoc","led 32"""" hd smart tv ...",NA,799,32,"S/.500 -
 S/.1500"
2017,"falabella","sony","led 55"""" fhd smart tv...",3999,2499,55,"S/.1500 -
 S/.2500"
2017,"falabella","sony","led 65"""" 4k uhd 3d an...",13999,8999,65,"> S/.4,500"
2017,"falabella","samsung","led 55"""" fhd curvo sm...",3799,2599,55,"S/.2500 -
 S/.3500"
2017,"falabella","lg","led 65'' super uhd 4...",14999,8799,65,"> S/.4,500"
2017,"falabella","sony","led 75"""" 4k uhd andro...",16999,11999,75,"> S/.4,500"
2017,"falabella","samsung","led 65"""" uhd curvo sm...",8999,6599,65,"> S/.4,500"
2017,"falabella","lg","led 49"""" uhd webos 3 ...",3599,2299,49,"S/.1500 -
 S/.2500"
2017,"falabella","lg","led 49"""" uhd webos sm...",3299,1899,49,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 49"""" suhd curvo s...",5199,3999,49,"S/.3500 -
 S/.4500"
2017,"falabella","samsung","led 65"""" super ultra ...",14999,10999,65,"> S/.4,500"
2017,"falabella","samsung","led 40"""" fhd smart tv...",1999,1399,40,"S/.500 -
 S/.1500"
2017,"falabella","sony","led 65"""" 4k ultra hd ...",9999,6499,65,"> S/.4,500"
2017,"falabella","lg","led 55"""" uhd webos 3 ...",4299,2899,55,"S/.2500 -
 S/.3500"
2017,"falabella","samsung","led 55"""" suhd curvo s...",6999,5999,55,"> S/.4,500"
2017,"falabella","aoc","led 43"""" fhd smart tv...",NA,1299,43,"S/.500 -
 S/.1500"
2017,"falabella","samsung","led 40"""" fhd curvo sm...",1399,1299,40,"S/.500 -
 S/.1500"
2017,"falabella","samsung","led 49"""" fhd curvo sm...",2799,1899,49,"S/.1500 -
 S/.2500"
2017,"falabella","lg","led 49"""" fhd webos 3 ...",2599,1599,49,"S/.1500 -
 S/.2500"
2017,"falabella","samsung","led 60"""" suhd smart t...",7999,5999,60,"> S/.4,500"
2017,"falabella","samsung","led 78"""" suhd curvo s...",39999,19999,78,"> S/.4,500"
2017,"falabella","sony","led 55"""" 4k uhd andro...",6999,3999,55,"S/.3500 -
 S/.4500"
2017,"falabella","lg","led 55"""" suhd 3d smar...",5999,4999,55,"> S/.4,500"
2017,"linio","aoc","aoc smart tv 32'' hd le32d5542  + rack - negro",999,699,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","tv led curve samsung un49ku6300 ultra hd 4k smart tv  '' - negro",3599,1949,49,"S/.1500 -
 S/.2500"
2017,"linio","imaco","tv led imaco hd 19'' - led19hd negro",499,329,19,"< S/.500"
2017,"linio","samsung","televisor samsung un40j5500 led smart full hd 40'' - plateado",1599,1199,40,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - magic remote super dinamico an-mr650 - negro",180,105,650,"< S/.500"
2017,"linio","aoc","televisor aoc led 32'' - full hd - le32h1352 - aoc - version 2017 con se„<U+0091>al digital",899,600,32,"S/.500 -
 S/.1500"
2017,"linio","daewoo","televisor daewoo l40s645ats led 40"""" - negro",1099,769,40,"S/.500 -
 S/.1500"
2017,"linio","panasonic","televisor smart panasonic de 32"""" modelo tc-32ds600l wi-fi directo nueva linea 2016",1320,889,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led smart hd 32'' un32j4300 - negro.",1100,910,32,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor  led ultra hd smart tv 55"""" un55ku6000 - samsung - negro - dise„<U+0091>o delgado y moderno",3299,2899,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","samsung ultra hd 4k smart tv tizen 40'' un40ku6000 - negro",1750,1499,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led hd 32"""" smart un32j4300 - negro",1299,899,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung ultra hd 4k smart tv tizen 40'' un40ku6000 - negro",2499,1385,40,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg 43lf5900 smart webos 2.0 full hd 43""""-negro",1549.9,1388,43,"S/.500 -
 S/.1500"
2017,"linio",NA,"tronfy - mini proyector uc40 800lm 130"""" hd led port„°til - blanco",750,343,130,"< S/.500"
2017,"linio","samsung","samsung tv led smart hd 32'' un32j4300 - negro",1099,849,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung led tv curvo smart full hd 40"""" 40k6500 + usb 8gb",1799,1469,40,"S/.500 -
 S/.1500"
2017,"linio","sony","tv led sony  smart kdl-40w655d full hd 40"""" motion flow xr240 - negro",1699,1379,40,"S/.500 -
 S/.1500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6500",2999,2199,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor 49"""" uhd 4k curved smart tv ku6300 - series 6 - samsung",3200,2049,49,"S/.1500 -
 S/.2500"
2017,"linio","sony","televisor sony led smart hd 32"""" motion flow xr240 kdl-32w605d",1400,1110,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"tv box android digitalz kiii - wifi netflix miracast smart tv 2gb ram 16gb rom - negro",399,319,16,"< S/.500"
2017,"linio","lg","televisor  led ultra hd smart tv 55"""" un55ku6000 - samsung - negro - dise„<U+0091>o delgado y moderno",3999,2399,55,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv led hd 32'' un32j4000 - negro",900,749,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"built digital - anal„≥gica tv port„°til lcd de 7"""" tv-9052da usb/sd",399,279,7,"< S/.500"
2017,"linio","lg","televisor  smarttv lg 49lh5700 led 49‚<U+0080>ù",1999,1550,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg smart tv full hd led 32'' 32lh573b - negro",980,889,32,"S/.500 -
 S/.1500"
2017,"linio","imaco","tv led monitor imaco hd 24'' - led24hd- negro.",599,429,24,"< S/.500"
2017,"linio","sony","televisor sony - led full hd 48"""" smart kdl-48w655d - negro",2400,2140,48,"S/.1500 -
 S/.2500"
2017,"linio",NA,"televisor port„°til lcd de 7"""" tv-9052da usb/sd",399,289,7,"< S/.500"
2017,"linio","lg","control magico lg - magic remote an-mr600 - negro",NA,199,600,"< S/.500"
2017,"linio","samsung","samsung tv led smart full hd 48'' un48j5300 - negro",NA,2500,48,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - tv led 3d wi-fi full hd 55‚¥‚¥ - kdl-55w955a",6000,3700,55,"S/.3500 -
 S/.4500"
2017,"linio","sony","televisor sony led smart full hd 40"""" motion flow xr240 kdl-40w655d",1900,1620,40,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv led samsung un40ku6000 ultra hd 4k smart tv tizen 40'' - negro.",1799,1449,40,"S/.500 -
 S/.1500"
2017,"linio","aoc","televisor aoc le32h1352 tv led hd 32"""" - negro",899,589,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led ultra hd curvo smart 55"""" un55ku6500 ‚<U+0080><U+0093> gris",8039,6429,55,"> S/.4,500"
2017,"linio","aoc","aoc tv hd smart led 32‚<U+0080><U+009C> le32d5542 gratis rack fijo",799,789,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung led 49"""" un49ku6300 curvo uhd smart",3599,2070,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg 32lf595b smart tv 32"""" hd webos 2.0-negro",1199,919,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led hd 32"""" smart 32lh570 - negro",1379,1099,32,"S/.500 -
 S/.1500"
2017,"linio","royal","royal tv led hd 16'' ry-l16a - negro",399,299,16,"< S/.500"
2017,"linio","lg","lg - televisor led hd 32"""" 32lh510b - negro modelo 2016 exclusivo de lg",1000,749,32,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6100",3499,1999,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv samsung un50ku6000 ultra hd 4k smart tizen 50'' - negro +usb 8gb",2899,2089,50,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6500",2999,2199,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor curved - tv led smart ultra hd 55'' tizen un55ju6500 - samsung",3899,3220,55,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg - tv monitor led 23.6"""" hd - 24mt48af",699,499,23.6,"< S/.500"
2017,"linio","samsung","televisor smarttv  samsung un55ku6300g curve   55''",3899,2999,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","samsung tv ultra hd 4k smart tizen 50'' tizen espectacular un50ku6000g - color negro",2900,2299,50,"S/.1500 -
 S/.2500"
2017,"linio",NA,"televisor exclusivo para hoteles marca nadal modelo fhd-r32 led 32"""" full hd - negro dise„<U+0091>ado en usa",720,559,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","tv led panasonic tc-32as600l smart wifi bluetooth negro",1199,849,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor modelo 2016  lg tv led full hd 49"""" - 49lh5100",1700,1379,49,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor tv smart samsung  43j5200 led 43""""",1700,1349,43,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv curved smart full hd 49""""  un49k6500ag - negro",2799,2049,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv samsung un50ku6000 ultra hd 4k smart tizen 50'' - negro",2999,2049,50,"S/.1500 -
 S/.2500"
2017,"linio","samsung","espectacular tv samsung smart tv curvo ultra hd 4k 65'' tizen un65ku6300 - negro",7999,5999,65,"> S/.4,500"
2017,"linio","lg","lg smart tv full hd 40'' 40lh5710",1899,1199,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","tv monitor samsung t24e310lb led hd 24''- negro",669,489,24,"< S/.500"
2017,"linio","lg","lg full hd smart tvled 40'' 40lh5710",1399,1289,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","tv led samsung un48j5500ag smart full hd tizen 48'' negro/plateado",2500,1699,48,"S/.1500 -
 S/.2500"
2017,"linio","aoc","tv led  aoc  39'' le39m1365 hd digital - negro",899,749,39,"S/.500 -
 S/.1500"
2017,"linio","royal","royal tv led hd 19'' ry-19d - negro",469,379,19,"< S/.500"
2017,"linio","daewoo","televisor daewoo led 24"""" l24r630 - negro",799,479,24,"< S/.500"
2017,"linio","nex","smart t.v. nex 43"""" - full hd ‚<U+0080><U+0093> negro",1399,996,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 43'' 43uh6100",1799,1649,43,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung smart tv 4k ultra-hd 50"""" 50ku6000 quadcore wifi - hdr",3999,2147,50,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg led cinema 3d 4k smart ultra hd 55ub8500 55'' - negro",6879,5499,55,"> S/.4,500"
2017,"linio","lg","tv led lg 43uf6400 smart webos 2.0 ultra hd 4k 43"""" - negro",1999,1779,43,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor full hd smart tv webos 3.0 led 43'' 43lh6000 - lg - super oferta",2000,1479,43,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg smart tv full hd led 40'' 40lh5710",1500,1279,40,"S/.500 -
 S/.1500"
2017,"linio","aoc","tv led  aoc 24"""" hd le24h1351-negro",699,479,24,"< S/.500"
2017,"linio","panasonic","panasonic - televisor tc-l42as610 led smart full hd 42‚<U+0080>ù- negro",1799,1549,42,"S/.1500 -
 S/.2500"
2017,"linio","haier","haier tv le24b8000 led hd 24"""" - negro",699,499,24,"< S/.500"
2017,"linio","imaco","imaco - tv led hd 19‚¥‚¥ - led19hd",NA,429.9,19,"< S/.500"
2017,"linio","sony","televisor smart tv sony  kdl-50w805c  full hd 50""""",2999,2599,50,"S/.2500 -
 S/.3500"
2017,"linio",NA,"xen„≥n ‚<U+0080><U+0093> tv led digital 7‚<U+0080>ù ptv-750d",249,219,80,"< S/.500"
2017,"linio","lg","lg tv led curvo 55"""" smart ultra hd 4k cinema 3d -†55uc9700",5899,5609,55,"> S/.4,500"
2017,"linio","panasonic","panasonic tv led smart full hd 42'' - tc-l42as610",1699,1579,42,"S/.1500 -
 S/.2500"
2017,"linio","miray","miray tv led 19"""" - ledom-1911-negro",NA,599,19,"S/.500 -
 S/.1500"
2017,"linio","imaco","imaco - tv led hd 16‚¥‚¥ - led16hd",NA,329.9,16,"< S/.500"
2017,"linio","samsung","televisor smart samsung de 48"""" modelo un48j5300 wi-fi directo",2200,1800,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg 32lf595b smart tv 32"""" hd webos 2.0-negro",1200,1049,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","tv led panasonic tc-32as600l smart wifi bluetooth negro",1099,999,32,"S/.500 -
 S/.1500"
2017,"linio","sony","tv led sony  smart kdl-48w655d full hd 48"""" motion flow xr240 - negro",2199,1699,48,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor samsung led smart full hd 40'' un40j5500 - plateado",1999,1249,40,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led lg 55lh6000 smart tv webos 3.0 full hd 1080p - negro",3299,2199,55,"S/.1500 -
 S/.2500"
2017,"linio","aoc","televisor aoc le32h1352 tv led hd 32"""" - negro",899,589,32,"S/.500 -
 S/.1500"
2017,"linio","imaco","tv imaco led28hd led monitor hd 28'' - negro",599,479,28,"< S/.500"
2017,"linio","lg","lg tv smart ultra hd 60""""  60uh6150  - negro",5000,4199,60,"S/.3500 -
 S/.4500"
2017,"linio","panasonic","televisor - tc-43cs630l led 43"""" full hd smart - plateado - panasonic",1899,1600,43,"S/.1500 -
 S/.2500"
2017,"linio","lg","tv led ultra hd 4k 55uh6230 smart tv webos 2.0 led 55'' - plateado - lg",NA,3999,55,"S/.3500 -
 S/.4500"
2017,"linio","lg","televisor lg ultra hd 4k smart tv webos 3.0 led 49'' 49uh6230 modelo 2016",2700,2149,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisor samsung led smart full hd 40'' un40j5500",1800,1299,40,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - tv led 40'' modelo 2016 panasonic - tc-40a400l - negro",1330,1099,40,"S/.500 -
 S/.1500"
2017,"linio","sony","tv led sony kdl-32w605d smart hd 32"""" motion flow xr240 - negro",1199,1029,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led full hd 32"""" 32lh5000 - negro",890,749,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","tv led smart panasonic tc-49ds630l full hd bluetooth,  wifi  - plateado",1999,1649,49,"S/.1500 -
 S/.2500"
2017,"linio","daewoo","tv led  daewoo l32r630bksp led hd 32"""" sintonizador digital 720p - negro",799,649,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor samsung un65js9000 curvo suhd 3d smart  65""""-plateado",15629,12499,65,"> S/.4,500"
2017,"linio","imaco","tv led imaco hd 19'' - led -19 hd negro versi„<U+0093>n 2017",400,399,19,"< S/.500"
2017,"linio","samsung","televisi„≥n samsung un50j5500 smart full hd 50''",NA,2699,50,"S/.2500 -
 S/.3500"
2017,"linio","samsung","televisor 4k samsung un40ju6000 led 40""""-negro",1899,1599,40,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor tv led full hd 43"""" 43lh5100 - lg - modelo exclusivo",1699,1149,43,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led hd 32"""" smart tc-32ds600l - gris",1320,837,32,"S/.500 -
 S/.1500"
